route,dataset,grid,seed,n,d,ntest,support_fraction,sigma,contamination_fraction,noise_multiplier,rmse_joint,rmse_model_only,weight_recall_joint,outlier_recall_joint,weight_ess_joint,data_ess_joint
1,synthetic,weight_grid,6,500,50,1000,0.2,0.1,0.2,10.0,0.09967369713096576,0.12694271443593946,1.0,0.81,0.11968375716374328,0.5106225080318111
1,synthetic,weight_grid,7,500,50,1000,0.2,0.1,0.2,10.0,0.1101705560821123,0.16089582905009528,1.0,0.83,0.10254569405187651,0.506403322404631
1,synthetic,weight_grid,8,500,50,1000,0.2,0.1,0.2,10.0,0.10484274678727593,0.1393391576850831,1.0,0.84,0.11627296692738298,0.5092808478608238
1,synthetic,weight_grid,9,500,50,1000,0.2,0.1,0.2,10.0,0.10155691053805288,0.1443237015486978,1.0,0.77,0.1145358804201272,0.5172875120608351
1,synthetic,weight_grid,0,500,50,1000,0.2,0.2,0.2,10.0,0.20700856225697725,0.28596253522503073,1.0,0.81,0.08160173503219761,0.5050557237260381
1,synthetic,weight_grid,1,500,50,1000,0.2,0.2,0.2,10.0,0.21507421887660677,0.2702720686126809,0.8,0.83,0.12032549175171253,0.4953067313596286
1,synthetic,weight_grid,2,500,50,1000,0.2,0.2,0.2,10.0,0.21369519261782285,0.24159777652032097,1.0,0.86,0.13088102520260267,0.4920340426888732
1,synthetic,weight_grid,3,500,50,1000,0.2,0.2,0.2,10.0,0.2151667776813125,0.30701551904376034,1.0,0.81,0.11373071980880367,0.5082886087831815
1,synthetic,weight_grid,4,500,50,1000,0.2,0.2,0.2,10.0,0.2141642216143034,0.2496305029717038,1.0,0.84,0.11605848589983715,0.504700268941731
1,synthetic,weight_grid,5,500,50,1000,0.2,0.2,0.2,10.0,0.2118703344819837,0.3082161805976397,1.0,0.73,0.1174768655111549,0.4986425684336621
1,synthetic,weight_grid,6,500,50,1000,0.2,0.2,0.2,10.0,0.20000801312708041,0.252415154258849,1.0,0.81,0.118895052882738,0.49724429447438545
1,synthetic,weight_grid,7,500,50,1000,0.2,0.2,0.2,10.0,0.22063975454728973,0.32468730854487743,1.0,0.83,0.10272673965403165,0.499220874568413
1,synthetic,weight_grid,8,500,50,1000,0.2,0.2,0.2,10.0,0.21079303884989337,0.27796181668124237,1.0,0.84,0.11616607158553943,0.4992534872799789
1,synthetic,weight_grid,9,500,50,1000,0.2,0.2,0.2,10.0,0.20509381214666958,0.28861264410074655,1.0,0.77,0.11436252648251186,0.5043315755871265
1,synthetic,weight_grid,0,500,50,1000,0.2,0.5,0.2,10.0,0.5386543378284747,0.7347177156346357,0.9,0.81,0.08281711035429211,0.4992292414434044
1,synthetic,weight_grid,1,500,50,1000,0.2,0.5,0.2,10.0,0.5373102683877969,0.6774493458639836,0.8,0.81,0.12546348738925828,0.4957909401454511
1,synthetic,weight_grid,2,500,50,1000,0.2,0.5,0.2,10.0,0.5473598374656975,0.601685862291671,1.0,0.85,0.13901931510412346,0.4912414427695548
1,synthetic,weight_grid,3,500,50,1000,0.2,0.5,0.2,10.0,0.5590269342101171,0.79476341182056,1.0,0.79,0.1165987097618045,0.49507784367890195
1,synthetic,weight_grid,4,500,50,1000,0.2,0.5,0.2,10.0,0.540220507836413,0.6418277054844315,1.0,0.84,0.11559319533192212,0.49316245059154057
1,synthetic,weight_grid,5,500,50,1000,0.2,0.5,0.2,10.0,0.5428551253308461,0.7752868944509541,0.9,0.74,0.12140613432776533,0.5013329137568777
1,synthetic,weight_grid,6,500,50,1000,0.2,0.5,0.2,10.0,0.5115260638189476,0.6245552800502766,1.0,0.82,0.11870202864220987,0.50245733785291
1,synthetic,weight_grid,7,500,50,1000,0.2,0.5,0.2,10.0,0.5624606663048058,0.8141532307183605,0.8,0.83,0.1052914424858537,0.5070990639510033
1,synthetic,weight_grid,8,500,50,1000,0.2,0.5,0.2,10.0,0.5396284578361851,0.6944889934330681,0.9,0.84,0.12012935792024489,0.5012250699570292
1,synthetic,weight_grid,9,500,50,1000,0.2,0.5,0.2,10.0,0.5213951439262985,0.7234022223644143,0.9,0.77,0.11446040863048366,0.5030161459816157
1,synthetic,weight_grid,0,500,50,1000,0.4,0.1,0.2,10.0,0.10548686571111605,0.1458494460544715,1.0,0.81,0.20861957542934445,0.5250156734524302
1,synthetic,weight_grid,1,500,50,1000,0.4,0.1,0.2,10.0,0.10408616882809277,0.14496979321550646,0.95,0.84,0.16823790590848733,0.5400846929675652
1,synthetic,weight_grid,2,500,50,1000,0.4,0.1,0.2,10.0,0.10737872706532452,0.12870291300696915,1.0,0.83,0.21636189100693784,0.5396450899017229
1,synthetic,weight_grid,3,500,50,1000,0.4,0.1,0.2,10.0,0.10693256916761805,0.14355501354134034,1.0,0.84,0.17066545613472173,0.5406834164876492
1,synthetic,weight_grid,4,500,50,1000,0.4,0.1,0.2,10.0,0.1056103735270521,0.16974176654523984,0.95,0.89,0.21232364950740235,0.5314406245806219
1,synthetic,weight_grid,5,500,50,1000,0.4,0.1,0.2,10.0,0.10507808397077922,0.14944936607172637,0.95,0.82,0.21500300378542436,0.5254189440482196
1,synthetic,weight_grid,6,500,50,1000,0.4,0.1,0.2,10.0,0.10454207392028722,0.163882707102943,1.0,0.83,0.20899149328663355,0.5245476280675263
1,synthetic,weight_grid,7,500,50,1000,0.4,0.1,0.2,10.0,0.11391748264295166,0.1786409170060957,1.0,0.87,0.16186430252187262,0.5295711711671255
1,synthetic,weight_grid,8,500,50,1000,0.4,0.1,0.2,10.0,0.10697188479302207,0.14159816291081165,1.0,0.88,0.20713227617708385,0.5525209850498366
1,synthetic,weight_grid,9,500,50,1000,0.4,0.1,0.2,10.0,0.1048799005362535,0.1703977258894633,1.0,0.83,0.1878621298789724,0.5316925515499309
1,synthetic,weight_grid,0,500,50,1000,0.4,0.2,0.2,10.0,0.21294948299968597,0.2946090871038256,1.0,0.81,0.20975961521585712,0.5040476642905828
1,synthetic,weight_grid,1,500,50,1000,0.4,0.2,0.2,10.0,0.2078193193463651,0.2883183657519669,0.95,0.85,0.1675907799571565,0.5141722674471605
1,synthetic,weight_grid,2,500,50,1000,0.4,0.2,0.2,10.0,0.21571691448108868,0.25908708454853674,1.0,0.83,0.2157127284801919,0.5175513219388466
1,synthetic,weight_grid,3,500,50,1000,0.4,0.2,0.2,10.0,0.21436986441417555,0.2843661026312206,0.95,0.83,0.1711790694708438,0.5178271228968641
1,synthetic,weight_grid,4,500,50,1000,0.4,0.2,0.2,10.0,0.2107843581610169,0.3437481128268325,0.95,0.89,0.21175500322491028,0.5075962026865111
1,synthetic,weight_grid,5,500,50,1000,0.4,0.2,0.2,10.0,0.2076359564762888,0.298419337102644,0.95,0.84,0.21478251488452263,0.5079604277737739
1,synthetic,weight_grid,6,500,50,1000,0.4,0.2,0.2,10.0,0.2103731035998131,0.32802090481304036,0.95,0.82,0.2102353061778438,0.5046225912823246
1,synthetic,weight_grid,7,500,50,1000,0.4,0.2,0.2,10.0,0.22968219092073963,0.3573246525851091,1.0,0.87,0.16283768438482937,0.5029498411869326
1,synthetic,weight_grid,8,500,50,1000,0.4,0.2,0.2,10.0,0.21579992552887528,0.2932014039549787,1.0,0.88,0.20663673603558164,0.5195151700010814
1,synthetic,weight_grid,9,500,50,1000,0.4,0.2,0.2,10.0,0.2117959365605485,0.34347627138071246,1.0,0.84,0.18795829730501834,0.512468750196416
1,synthetic,weight_grid,0,500,50,1000,0.4,0.5,0.2,10.0,0.5508797120735277,0.7545811053126232,0.95,0.81,0.21403979682776922,0.49596143294902967
1,synthetic,weight_grid,1,500,50,1000,0.4,0.5,0.2,10.0,0.5223279353798801,0.7324331573865573,0.95,0.84,0.1659510974500413,0.5015569931196419
1,synthetic,weight_grid,2,500,50,1000,0.4,0.5,0.2,10.0,0.5440420337964011,0.6754521995326813,1.0,0.83,0.21591961255495837,0.50632899258316
1,synthetic,weight_grid,3,500,50,1000,0.4,0.5,0.2,10.0,0.5421780369880213,0.7118355169311779,0.95,0.84,0.1732045849646652,0.5069279475228236
1,synthetic,weight_grid,4,500,50,1000,0.4,0.5,0.2,10.0,0.5340567745823643,0.8469800557248162,0.95,0.89,0.21110277239555117,0.4998428501928682
1,synthetic,weight_grid,5,500,50,1000,0.4,0.5,0.2,10.0,0.5296390411391269,0.7708336283019108,0.9,0.83,0.21636867521880895,0.49256801941734585
1,synthetic,weight_grid,6,500,50,1000,0.4,0.5,0.2,10.0,0.5384985859742668,0.837437275704812,0.9,0.82,0.21531637234860546,0.5023382347340241
1,synthetic,weight_grid,7,500,50,1000,0.4,0.5,0.2,10.0,0.6026841990267834,0.9009217854988529,0.9,0.86,0.16724034959933612,0.4949905915590156
1,synthetic,weight_grid,8,500,50,1000,0.4,0.5,0.2,10.0,0.5508247101477344,0.7022768088850461,0.95,0.87,0.20628347324579774,0.4887374617964869
1,synthetic,weight_grid,9,500,50,1000,0.4,0.5,0.2,10.0,0.5536434920363257,0.8826994210170472,0.95,0.85,0.18785610022897387,0.5114116497750026
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.05,2.0,0.20398811846035875,0.2044901898297606,1.0,0.4,0.08120902657845726,0.5242452453072077
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.05,2.0,0.20942183411207016,0.20829087276980554,1.0,0.36,0.11934146493001277,0.5157579157795584
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.05,2.0,0.2139901966966954,0.21239035321722233,1.0,0.4,0.12769319362017792,0.5169781617868762
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.05,2.0,0.2038109571989863,0.20920525975763768,1.0,0.32,0.1144669813539307,0.5242124423304269
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.05,2.0,0.2075739236050206,0.204803423715653,1.0,0.32,0.11616575985910751,0.5321389044361889
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.05,2.0,0.20295763840754608,0.2020001614150964,1.0,0.2,0.11521789717997961,0.5127677552127472
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.05,2.0,0.1977406423565147,0.1984289011326806,1.0,0.32,0.1200078531986855,0.5101035583611759
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.05,2.0,0.21069039288304328,0.21176570582260554,1.0,0.12,0.10253813788355796,0.5194581361503964
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.05,2.0,0.21454198192542767,0.20822356974644138,1.0,0.16,0.11603355554708428,0.5205054903645986
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.05,2.0,0.2042666576191466,0.20263854609387064,1.0,0.24,0.11420680985101411,0.5284250624101076
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.05,5.0,0.20460942270138208,0.22073099173688723,1.0,0.72,0.08117822734037308,0.5225156633376166
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.05,5.0,0.2095500540774379,0.21395507025366498,1.0,0.6,0.11932844627020492,0.5099796684732867
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.05,5.0,0.21389982395280077,0.21596242400582893,1.0,0.6,0.12771133800101653,0.514287322594246
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.05,5.0,0.2049031409695257,0.21514344985593561,1.0,0.72,0.11464754575594269,0.5231080054816886
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.05,5.0,0.20794908045067903,0.20737157854221938,1.0,0.6,0.11615095915356202,0.5327020181090323
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.05,5.0,0.2027727300228132,0.2061348740767435,1.0,0.64,0.11520852135147724,0.5173615043692069
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.05,5.0,0.19806917250915104,0.20325524528196212,1.0,0.6,0.11988234388185713,0.5102397739695606
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.05,5.0,0.21067986839388247,0.21460487863531494,1.0,0.44,0.10248257398008813,0.5169651053468393
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.05,5.0,0.21449512505149138,0.21303190196730606,1.0,0.68,0.11609919183740561,0.5162490535896755
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.05,5.0,0.20458461326966093,0.20889716177887768,1.0,0.48,0.11425453068947056,0.5225089964575186
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.05,10.0,0.20531295396874047,0.2694093595868932,1.0,0.8,0.08114799936215338,0.5226628997406012
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.05,10.0,0.21012525010707056,0.23455109921323042,1.0,0.76,0.11929269951588642,0.5171754187276891
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.05,10.0,0.2141096985660126,0.2355984902683425,1.0,0.8,0.12772995029156992,0.5219997631798494
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.05,10.0,0.2079070456499124,0.23510082500378318,1.0,0.92,0.11490699042279628,0.5291734157944408
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.05,10.0,0.20817107501681284,0.21818555957851138,1.0,0.68,0.11614725037409912,0.5290369899680937
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.05,10.0,0.2029089750002185,0.21725189238403578,1.0,0.8,0.11517608362863246,0.5169383719426398
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.05,10.0,0.19880582139523909,0.21858797687330506,1.0,0.76,0.11974474969885868,0.5104552825179087
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.05,10.0,0.21067774574322026,0.22473584436238178,1.0,0.8,0.10236403348218234,0.5161069941189971
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.05,10.0,0.2151292313831187,0.22742193578449588,1.0,0.88,0.1160545350225199,0.5148114225801533
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.05,10.0,0.20432566803310787,0.2277055906352822,1.0,0.76,0.11424420204214984,0.5176936485342923
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.1,2.0,0.20384871089496778,0.20106203193392297,1.0,0.34,0.08283728007221035,0.5262018027362863
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.1,2.0,0.20865047990522573,0.21261327624339668,0.9,0.38,0.1197982357249794,0.5101368720703251
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.1,2.0,0.21206344125456714,0.2109128054785896,1.0,0.28,0.12945263020420447,0.5135533055149119
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.1,2.0,0.21041871933371833,0.2099958168970061,1.0,0.4,0.11669408382895233,0.5189253408412714
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.1,2.0,0.20898478971859927,0.21026755223011062,1.0,0.4,0.1173452200913265,0.5321890043183778
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.1,2.0,0.2028560053394481,0.20267822948948516,1.0,0.32,0.11621885507731534,0.5132912449684836
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.1,2.0,0.19789062375385677,0.19404541312065987,1.0,0.38,0.11871532334434022,0.5106782807556333
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.1,2.0,0.21654131445409758,0.21468071531579153,0.9,0.38,0.10208301043861306,0.5188861133482369
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.1,2.0,0.20864961329564566,0.20761479902444385,1.0,0.46,0.11657569063362729,0.5252582894347327
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.1,2.0,0.20450092490485788,0.20434393456090036,1.0,0.34,0.11424708452484918,0.5288114691694977
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.1,5.0,0.20350478816457696,0.2118772719704717,1.0,0.64,0.08277836733030682,0.5155972829701331
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.1,5.0,0.21026551946113958,0.227071736101294,0.9,0.7,0.1202281004254501,0.5062901868494218
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.1,5.0,0.21142247802972727,0.2184889223719615,1.0,0.7,0.1293184079143136,0.5070302914106624
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.1,5.0,0.21182123249051352,0.2193543475571569,1.0,0.66,0.1171003443400799,0.5077523286405299
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.1,5.0,0.2089442612479353,0.2252219538559672,1.0,0.68,0.11735915351093264,0.5220164408290081
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.1,5.0,0.20446138241387068,0.21342334425662415,1.0,0.66,0.11609141273076135,0.5102613475120348
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.1,5.0,0.1986617100396296,0.19878594137198904,1.0,0.76,0.11858917937175249,0.5010308043548009
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.1,5.0,0.2174980605558797,0.22266517639725275,0.9,0.68,0.10203621206967767,0.5157868791601089
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.1,5.0,0.20884237742729367,0.2200826211266349,1.0,0.7,0.11652235944403654,0.5163930489095045
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.1,5.0,0.20469956163658642,0.21164953435343187,0.9,0.7,0.11430795797906516,0.5189236062879033
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.1,10.0,0.20326844768613506,0.2397358043397818,0.9,0.82,0.08276443263974523,0.514453022541337
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.1,10.0,0.21578182189475448,0.2668690978456727,0.9,0.74,0.12122814784126482,0.5060424419897483
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.1,10.0,0.21284751761868784,0.24460025868880045,1.0,0.88,0.12952879678805324,0.5086598862440409
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.1,10.0,0.21295017145843445,0.247125090622085,1.0,0.8,0.11714077282865624,0.4999251981789826
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.1,10.0,0.20874428569605996,0.27876880313582986,1.0,0.9,0.11738586347890559,0.5167702213523332
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.1,10.0,0.20431255642639268,0.2496817097941033,1.0,0.82,0.1159827404800585,0.5071984034867768
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.1,10.0,0.19906942096035574,0.2206841633694356,1.0,0.86,0.1185376857848442,0.503579464783831
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.1,10.0,0.2174163979122775,0.24931364142358017,0.9,0.82,0.10209235079334594,0.5153915279610225
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.1,10.0,0.209820822464316,0.261928125502925,0.9,0.78,0.11643282764811078,0.5156389759907222
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.1,10.0,0.20492309822945737,0.2331352137272611,0.9,0.9,0.11439376709804881,0.5233959763123796
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.2,2.0,0.20628724410836027,0.20885954211560367,1.0,0.48,0.0814388477165231,0.5229568970179497
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.2,2.0,0.21218286026022132,0.20789637848791734,0.9,0.46,0.12083584022373715,0.5187869649595912
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.2,2.0,0.2092300892236022,0.21114559891089632,1.0,0.45,0.12968808471343604,0.5149089816423157
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.2,2.0,0.2073851784246438,0.2114212736572159,1.0,0.44,0.11330434818424498,0.5184076010002902
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.2,2.0,0.21192145621457148,0.20882392796083382,1.0,0.48,0.11611234328435881,0.5265067130227278
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.2,2.0,0.20434878566643436,0.20647620543999345,1.0,0.45,0.11713603098924537,0.5070931704522834
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.2,2.0,0.19659947603289477,0.19868972683605401,1.0,0.46,0.11913938694514595,0.5126037105098933
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.2,2.0,0.2207058677643609,0.21932310185253154,1.0,0.46,0.10240666168701579,0.5173046098457067
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.2,2.0,0.20797366933083483,0.2114798529900049,1.0,0.44,0.11615822032943214,0.5266365091213551
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.2,2.0,0.2015649222565866,0.20868052759558142,1.0,0.38,0.11421480011754398,0.5216703940446825
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.2,5.0,0.2060284990867294,0.22885783714105243,1.0,0.73,0.08147276328838852,0.5038206931534294
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.2,5.0,0.21419746763030045,0.22534583974764244,0.8,0.66,0.12042719869820694,0.507672534011128
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.2,5.0,0.2105001444589775,0.22010653600111005,1.0,0.71,0.1299363777525489,0.5046380822009315
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.2,5.0,0.21230747941364153,0.23691560008613002,1.0,0.71,0.11360391098887711,0.5050369505073852
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.2,5.0,0.21367863713827576,0.21656735060407276,1.0,0.7,0.11603720816255253,0.5127330410825982
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.2,5.0,0.20901397731927607,0.23252748541761717,1.0,0.63,0.11729186736814928,0.5130286992275874
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.2,5.0,0.19832073150207288,0.2105488605006769,1.0,0.74,0.11894344770868572,0.4992908464537528
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.2,5.0,0.2204804259131896,0.24401519665674504,1.0,0.68,0.10248766481791832,0.4964666083676127
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.2,5.0,0.20953909384833025,0.22900722270698493,1.0,0.72,0.11604649961432295,0.5068325046123412
